original_overlay_path,archived_overlay_path,relative_file_path,size_bytes,sha256,phase25_relationship,source_verified,archive_verified
stock-backtester/market_intelligence_v5_2_1_sec_policy_overlay,stock_backtester_root/market_intelligence_v5_2_1_sec_policy_overlay,src/backtester/intelligence/sec_source_collector.py,8685,ae1bf9b5bf885ef312ec7246d3a2ea510872cd0911e01eb5ccc46028aed83a25,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_2_policy_clean_overlay,stock_backtester_root/market_intelligence_v5_2_policy_clean_overlay,docs/market_intelligence_v5_2_provider_policy.md,3588,49c9e91632fd2fbde1d427023b8facf4c0479d061223378903d158bd9c3d99c5,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_2_policy_clean_overlay,stock_backtester_root/market_intelligence_v5_2_policy_clean_overlay,scripts/fetch_historical_news_sources.py,10731,93e5d5ed8a62d001d345f446beca3f1c3be49d0baed18b3259e3f8714150d9be,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_2_policy_clean_overlay,stock_backtester_root/market_intelligence_v5_2_policy_clean_overlay,scripts/merge_historical_sources.py,1629,f0905df693ab9e2f439dc30964b33358c3edbbe7dcdbdccc1e188e4fb7452f6c,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_2_policy_clean_overlay,stock_backtester_root/market_intelligence_v5_2_policy_clean_overlay,src/backtester/intelligence/historical_news_collector.py,20023,153fc504fc005e54ade0970850e48e606987827fce3a4521bd3ce8fe0f9e5663,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_2_policy_clean_overlay,stock_backtester_root/market_intelligence_v5_2_policy_clean_overlay,src/backtester/intelligence/historical_source_merge.py,6594,c81af4f803d83e0684cd4e9c7d29bf46fcb86c0f6970831dc5565b01b9b1608f,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_2_policy_clean_overlay,stock_backtester_root/market_intelligence_v5_2_policy_clean_overlay,src/backtester/intelligence/provider_policy.py,8521,cf9840446f19ba96fa7148b8da7f1793d2c5eee29889ab2cd58364d90c45c4a4,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_3_1_sentiment_policy_features_clean_overlay,stock_backtester_root/market_intelligence_v5_3_1_sentiment_policy_features_clean_overlay,docs/market_intelligence_v5_3_1_sentiment_policy_features.md,1058,3a0484e44a436881d41bfab9a9b30395d65ffef178150b13d54afbaff3f9e0ab,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_3_1_sentiment_policy_features_clean_overlay,stock_backtester_root/market_intelligence_v5_3_1_sentiment_policy_features_clean_overlay,src/backtester/intelligence/historical_news_feature_builder.py,13726,1ae029da1ce8e3f2c019f86877e651b9b5e4d961005a2ed8b461490b63997bb4,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_3_2_source_kind_features_clean_overlay,stock_backtester_root/market_intelligence_v5_3_2_source_kind_features_clean_overlay,docs/market_intelligence_v5_3_2_source_kind_features.md,1171,8afb2f67a81c6785a80510b11f6752624315598132aecd569d9d87d45de5709c,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_3_2_source_kind_features_clean_overlay,stock_backtester_root/market_intelligence_v5_3_2_source_kind_features_clean_overlay,scripts/build_historical_news_features.py,2917,081f48677df1c603df4029d1febfdf63a8f2905c31eac652987cef3c78cb1e51,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_3_2_source_kind_features_clean_overlay,stock_backtester_root/market_intelligence_v5_3_2_source_kind_features_clean_overlay,src/backtester/intelligence/historical_news_feature_builder.py,15949,f7502eca62684680709185789c507e18baa15fcbd03d777a4463539c82cc63f7,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_3_policy_features_clean_overlay,stock_backtester_root/market_intelligence_v5_3_policy_features_clean_overlay,docs/market_intelligence_v5_3_policy_features.md,2507,0d59c20ae3db2a61492222b1e3dad5fc802ff05ce586abe70886846f3a59465f,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_3_policy_features_clean_overlay,stock_backtester_root/market_intelligence_v5_3_policy_features_clean_overlay,scripts/build_historical_news_features.py,2763,885f97a513c55b086651fd7cfa37728ba16484a73e9457fff9c116198d5a283a,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_3_policy_features_clean_overlay,stock_backtester_root/market_intelligence_v5_3_policy_features_clean_overlay,src/backtester/intelligence/historical_news_feature_builder.py,13488,b9c52afbc90e145e65db6f9e1d32fdd1e706209f48de21f59eb82a2428de84aa,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_4_1_entity_false_positive_overlay,stock_backtester_root/market_intelligence_v5_4_1_entity_false_positive_overlay,docs/market_intelligence_v5_4_1_entity_false_positive.md,925,0957caf4ddb6306a4f1c62f5bba1f8a5a55c04165ae864080adc69d7cd2911f1,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_4_1_entity_false_positive_overlay,stock_backtester_root/market_intelligence_v5_4_1_entity_false_positive_overlay,scripts/resolve_entities.py,1343,bda356735987a68cbb08583d4aa7dcd062f92aadb6e754fc1bb173c9ee461c00,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_4_1_entity_false_positive_overlay,stock_backtester_root/market_intelligence_v5_4_1_entity_false_positive_overlay,src/backtester/intelligence/entity_resolver.py,13286,f93e57f89322971e20aac3d51f27cfd95214391ffb357b230205ed2416b05fcc,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_4_entity_master_overlay,stock_backtester_root/market_intelligence_v5_4_entity_master_overlay,docs/market_intelligence_v5_4_entity_master.md,2973,0e741fa47b0c0c0bafbe702c4f552721f365b27caa79130da414f4c330fe45c3,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_4_entity_master_overlay,stock_backtester_root/market_intelligence_v5_4_entity_master_overlay,scripts/build_entity_master.py,8420,f293f1a22cb893ab1a1d0ffa6f6b103311ac15813c901938b3ff00d04fbf3a05,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_4_entity_master_overlay,stock_backtester_root/market_intelligence_v5_4_entity_master_overlay,scripts/resolve_entities.py,1343,bda356735987a68cbb08583d4aa7dcd062f92aadb6e754fc1bb173c9ee461c00,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_4_entity_master_overlay,stock_backtester_root/market_intelligence_v5_4_entity_master_overlay,src/backtester/intelligence/entity_extractor.py,682,05608206b7114ca7cf7238a21c545bfadb99b89b21b02700e11afacc3e52fb8e,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_4_entity_master_overlay,stock_backtester_root/market_intelligence_v5_4_entity_master_overlay,src/backtester/intelligence/entity_resolver.py,10963,53353689a0ec1cecea25488dbd7653e36a1bc7657bc365d0af5a2729584d934e,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_4_entity_master_overlay,stock_backtester_root/market_intelligence_v5_4_entity_master_overlay,src/backtester/intelligence/provider_policy.py,8447,408a6ad08f631dd7673146c4775dc18535c730a754b91f2c7e1f57f5bc47a09c,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_5_1_request_budget_overlay,stock_backtester_root/market_intelligence_v5_5_1_request_budget_overlay,docs/market_intelligence_v5_5_1_request_budget.md,1960,5609659abeace0182b30fe93079e23c17a50f5639bc163dc89827d893b758ab7,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_5_1_request_budget_overlay,stock_backtester_root/market_intelligence_v5_5_1_request_budget_overlay,docs/market_intelligence_v5_5_entity_search.md,1580,95bde0702c76bc34aa715d3a284c51e288b7928feb17253187a0d63a36842fcc,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_5_1_request_budget_overlay,stock_backtester_root/market_intelligence_v5_5_1_request_budget_overlay,scripts/fetch_historical_news_sources.py,13436,c17a3433dc9f337ed74116a858cc99010efec8dfe662e8e6e95ca0e9c341672d,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_5_1_request_budget_overlay,stock_backtester_root/market_intelligence_v5_5_1_request_budget_overlay,src/backtester/intelligence/entity_resolver.py,13286,f93e57f89322971e20aac3d51f27cfd95214391ffb357b230205ed2416b05fcc,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_5_1_request_budget_overlay,stock_backtester_root/market_intelligence_v5_5_1_request_budget_overlay,src/backtester/intelligence/historical_news_collector.py,25001,bd76bba307fc8d4b7c68244cd004c9027b006255bc481da384e9db8cf83884aa,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_5_1_request_budget_overlay,stock_backtester_root/market_intelligence_v5_5_1_request_budget_overlay,src/backtester/intelligence/historical_source_collector.py,11552,9e786ee19240741f3c73b15841dbfd565406ab8d406c5e700f27ce977c1615b3,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_5_1_request_budget_overlay,stock_backtester_root/market_intelligence_v5_5_1_request_budget_overlay,src/backtester/intelligence/provider_policy.py,8447,408a6ad08f631dd7673146c4775dc18535c730a754b91f2c7e1f57f5bc47a09c,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_5_entity_search_overlay,stock_backtester_root/market_intelligence_v5_5_entity_search_overlay,docs/market_intelligence_v5_5_entity_search.md,1580,95bde0702c76bc34aa715d3a284c51e288b7928feb17253187a0d63a36842fcc,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_5_entity_search_overlay,stock_backtester_root/market_intelligence_v5_5_entity_search_overlay,scripts/fetch_historical_news_sources.py,12167,4f881c5f8a4bdc11f066175d95607b6d696cdb291db79f69b7485c6a1143ba69,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_5_entity_search_overlay,stock_backtester_root/market_intelligence_v5_5_entity_search_overlay,src/backtester/intelligence/entity_resolver.py,13286,f93e57f89322971e20aac3d51f27cfd95214391ffb357b230205ed2416b05fcc,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_5_entity_search_overlay,stock_backtester_root/market_intelligence_v5_5_entity_search_overlay,src/backtester/intelligence/historical_news_collector.py,21955,835a4c36ff313b4423591ce16ac72e01a5f64e131325bafa686ab125fb24d1d6,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_5_entity_search_overlay,stock_backtester_root/market_intelligence_v5_5_entity_search_overlay,src/backtester/intelligence/historical_source_collector.py,11552,9e786ee19240741f3c73b15841dbfd565406ab8d406c5e700f27ce977c1615b3,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_5_entity_search_overlay,stock_backtester_root/market_intelligence_v5_5_entity_search_overlay,src/backtester/intelligence/provider_policy.py,8447,408a6ad08f631dd7673146c4775dc18535c730a754b91f2c7e1f57f5bc47a09c,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_6_1_rss_relevance_overlay,stock_backtester_root/market_intelligence_v5_6_1_rss_relevance_overlay,docs/market_intelligence_v5_6_1_rss_relevance.md,1694,4dba1056077c0d588fdb809bdeb5c90d9f54d555102b9e16dd9916347ab6486a,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_1_rss_relevance_overlay,stock_backtester_root/market_intelligence_v5_6_1_rss_relevance_overlay,scripts/fetch_historical_news_sources.py,14309,e93ca401f430a2d0c90ce2922620e2ac4e4fe5c55bbc0fe2d5a9ae7c32c31109,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_6_1_rss_relevance_overlay,stock_backtester_root/market_intelligence_v5_6_1_rss_relevance_overlay,src/backtester/intelligence/entity_resolver.py,13286,f93e57f89322971e20aac3d51f27cfd95214391ffb357b230205ed2416b05fcc,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_1_rss_relevance_overlay,stock_backtester_root/market_intelligence_v5_6_1_rss_relevance_overlay,src/backtester/intelligence/historical_news_collector.py,36170,46feeedef85bc65b21a9992e5db1ed2d911e9982d01f54ab70be16a64ffd8102,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_6_1_rss_relevance_overlay,stock_backtester_root/market_intelligence_v5_6_1_rss_relevance_overlay,src/backtester/intelligence/historical_source_collector.py,11552,9e786ee19240741f3c73b15841dbfd565406ab8d406c5e700f27ce977c1615b3,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_1_rss_relevance_overlay,stock_backtester_root/market_intelligence_v5_6_1_rss_relevance_overlay,src/backtester/intelligence/provider_policy.py,9430,6250f10800cea76b890b87fefb0d086977786aba473b06c0f1330149397493ce,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_2_text_relevance_overlay,stock_backtester_root/market_intelligence_v5_6_2_text_relevance_overlay,docs/market_intelligence_v5_6_2_text_relevance.md,1284,8955f0c3c60e062c8814bc4f01f2180bf7878a986504160df209748e594249f1,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_2_text_relevance_overlay,stock_backtester_root/market_intelligence_v5_6_2_text_relevance_overlay,scripts/fetch_historical_news_sources.py,14309,e93ca401f430a2d0c90ce2922620e2ac4e4fe5c55bbc0fe2d5a9ae7c32c31109,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_6_2_text_relevance_overlay,stock_backtester_root/market_intelligence_v5_6_2_text_relevance_overlay,src/backtester/intelligence/entity_resolver.py,13286,f93e57f89322971e20aac3d51f27cfd95214391ffb357b230205ed2416b05fcc,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_2_text_relevance_overlay,stock_backtester_root/market_intelligence_v5_6_2_text_relevance_overlay,src/backtester/intelligence/historical_news_collector.py,37488,b70c8431a7ef129e59b94d09e8304f609893213f1c50f2239ba9f135455ec656,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_6_2_text_relevance_overlay,stock_backtester_root/market_intelligence_v5_6_2_text_relevance_overlay,src/backtester/intelligence/historical_source_collector.py,11552,9e786ee19240741f3c73b15841dbfd565406ab8d406c5e700f27ce977c1615b3,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_2_text_relevance_overlay,stock_backtester_root/market_intelligence_v5_6_2_text_relevance_overlay,src/backtester/intelligence/provider_policy.py,9430,6250f10800cea76b890b87fefb0d086977786aba473b06c0f1330149397493ce,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_3_rss_title_gate_overlay,stock_backtester_root/market_intelligence_v5_6_3_rss_title_gate_overlay,docs/market_intelligence_v5_6_2_text_relevance.md,1284,8955f0c3c60e062c8814bc4f01f2180bf7878a986504160df209748e594249f1,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_3_rss_title_gate_overlay,stock_backtester_root/market_intelligence_v5_6_3_rss_title_gate_overlay,docs/market_intelligence_v5_6_3_rss_title_gate.md,1175,b51daca2aefc9caaf08973af1ad79557f977db5f1746a43c60ec286eaadf769e,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_3_rss_title_gate_overlay,stock_backtester_root/market_intelligence_v5_6_3_rss_title_gate_overlay,scripts/fetch_historical_news_sources.py,14612,5c2e5b201fde86d23b0e396efa3f75e5af65246c4bdde6d9aefffc48eb9816be,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_3_rss_title_gate_overlay,stock_backtester_root/market_intelligence_v5_6_3_rss_title_gate_overlay,src/backtester/intelligence/entity_resolver.py,13286,f93e57f89322971e20aac3d51f27cfd95214391ffb357b230205ed2416b05fcc,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_3_rss_title_gate_overlay,stock_backtester_root/market_intelligence_v5_6_3_rss_title_gate_overlay,src/backtester/intelligence/historical_news_collector.py,39703,aefbdf551b7e6e655accc0c01a3246c066d6031f186c5978309efaaf95391654,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_6_3_rss_title_gate_overlay,stock_backtester_root/market_intelligence_v5_6_3_rss_title_gate_overlay,src/backtester/intelligence/historical_source_collector.py,11552,9e786ee19240741f3c73b15841dbfd565406ab8d406c5e700f27ce977c1615b3,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_3_rss_title_gate_overlay,stock_backtester_root/market_intelligence_v5_6_3_rss_title_gate_overlay,src/backtester/intelligence/provider_policy.py,9430,6250f10800cea76b890b87fefb0d086977786aba473b06c0f1330149397493ce,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_rss_historical_overlay,stock_backtester_root/market_intelligence_v5_6_rss_historical_overlay,docs/market_intelligence_v5_5_1_request_budget.md,1960,5609659abeace0182b30fe93079e23c17a50f5639bc163dc89827d893b758ab7,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_rss_historical_overlay,stock_backtester_root/market_intelligence_v5_6_rss_historical_overlay,docs/market_intelligence_v5_5_entity_search.md,1580,95bde0702c76bc34aa715d3a284c51e288b7928feb17253187a0d63a36842fcc,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_rss_historical_overlay,stock_backtester_root/market_intelligence_v5_6_rss_historical_overlay,docs/market_intelligence_v5_6_rss_historical.md,2604,328d7fad776655d001555ea568bacff684b0f0cdf3c973b223d8d5d7a4f678db,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_rss_historical_overlay,stock_backtester_root/market_intelligence_v5_6_rss_historical_overlay,scripts/fetch_historical_news_sources.py,13951,a6b7a74c29beaa314c2ddb1575932694ceea42498bfa86da1c647cf92736c8f2,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_6_rss_historical_overlay,stock_backtester_root/market_intelligence_v5_6_rss_historical_overlay,src/backtester/intelligence/entity_resolver.py,13286,f93e57f89322971e20aac3d51f27cfd95214391ffb357b230205ed2416b05fcc,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_rss_historical_overlay,stock_backtester_root/market_intelligence_v5_6_rss_historical_overlay,src/backtester/intelligence/historical_news_collector.py,34951,60eea0051313b38efd4ad07df69413b777b74994f4427dd57feacbfec673dd74,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_6_rss_historical_overlay,stock_backtester_root/market_intelligence_v5_6_rss_historical_overlay,src/backtester/intelligence/historical_source_collector.py,11552,9e786ee19240741f3c73b15841dbfd565406ab8d406c5e700f27ce977c1615b3,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_6_rss_historical_overlay,stock_backtester_root/market_intelligence_v5_6_rss_historical_overlay,src/backtester/intelligence/provider_policy.py,9430,6250f10800cea76b890b87fefb0d086977786aba473b06c0f1330149397493ce,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_7_1_training_launcher_fix_overlay,stock_backtester_root/market_intelligence_v5_7_1_training_launcher_fix_overlay,docs/market_intelligence_v5_7_1_training_launcher_fix.md,1038,294958492f86982dcc17aacf494a1a3b9e8cddbc4b85a1935b476168bcef3fc3,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_7_1_training_launcher_fix_overlay,stock_backtester_root/market_intelligence_v5_7_1_training_launcher_fix_overlay,scripts/launch_long_intelligence_training.py,9427,2357de18cefd405e333d786df8c975d78f43aafb34201f19a06cb1576a760882,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_7_1_training_launcher_fix_overlay,stock_backtester_root/market_intelligence_v5_7_1_training_launcher_fix_overlay,scripts/monitor_long_intelligence_training.py,2146,f7a102af865fe8d65650f24f7c6861b66bad6e72c7f9aa1b1f571466d3464699,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_7_2_training_launcher_prices_overlay,stock_backtester_root/market_intelligence_v5_7_2_training_launcher_prices_overlay,docs/market_intelligence_v5_7_2_training_launcher_prices.md,1096,2946c2ad0df81bcdb8a7fd5eb01ebf91157f7cb3020f74fb7a0c1ff9df790b48,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_7_2_training_launcher_prices_overlay,stock_backtester_root/market_intelligence_v5_7_2_training_launcher_prices_overlay,scripts/launch_long_intelligence_training.py,9719,cf9e7aeaa99049ea871224caf662d898638284b44fac2c27443efd7db618411a,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_7_2_training_launcher_prices_overlay,stock_backtester_root/market_intelligence_v5_7_2_training_launcher_prices_overlay,scripts/monitor_long_intelligence_training.py,2146,f7a102af865fe8d65650f24f7c6861b66bad6e72c7f9aa1b1f571466d3464699,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_7_long_training_launcher_overlay,stock_backtester_root/market_intelligence_v5_7_long_training_launcher_overlay,docs/market_intelligence_v5_7_long_training_launcher.md,2067,f43e7e35e4df10d395ea47703fb397039123c27f570e9d21d18be5b9810fedb5,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_7_long_training_launcher_overlay,stock_backtester_root/market_intelligence_v5_7_long_training_launcher_overlay,scripts/launch_long_intelligence_training.py,8697,0d648e8744c41a37c7b9c81dce06f9b6840e6a6da6390e1be74965fae1de7da3,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_7_long_training_launcher_overlay,stock_backtester_root/market_intelligence_v5_7_long_training_launcher_overlay,scripts/monitor_long_intelligence_training.py,2146,f7a102af865fe8d65650f24f7c6861b66bad6e72c7f9aa1b1f571466d3464699,IDENTICAL,yes,yes
